transcript	domain
MLOC_65826.2	GO:0005975
MLOC_65826.2	GO:0004553
AK367087	GO:0004672
AK367087	GO:0006468
AK367087	GO:0005524
AK361571	GO:0008270
AK361571	GO:0016787
AK361572	GO:0008152
MLOC_21737.2	GO:0055085
MLOC_21737.2	GO:0005215
MLOC_21737.2	GO:0006810
MLOC_21737.2	GO:0016020
MLOC_38876.2	GO:0016020
MLOC_67718.1	GO:0005515
MLOC_81614.1	GO:0006468
MLOC_81614.1	GO:0005524
MLOC_81614.1	GO:0004672
MLOC_81614.1	GO:0005515
AK367093	GO:0005622
AK367093	GO:0004518
AK367093	GO:0006281
AK250247.1	GO:0009678
AK250247.1	GO:0004427
AK250247.1	GO:0015992
AK250247.1	GO:0016020
MLOC_57051.1	GO:0003700
MLOC_57051.1	GO:0006355
MLOC_57051.1	GO:0043565
MLOC_10770.1	GO:0016020
MLOC_10770.1	GO:0015018
MLOC_57915.1	GO:0016787
MLOC_70903.2	GO:0016705
MLOC_70903.2	GO:0055114
MLOC_70903.2	GO:0005506
MLOC_70903.2	GO:0009055
MLOC_70903.2	GO:0020037
MLOC_68321.1	GO:0003676
MLOC_12710.1	GO:0004298
MLOC_12710.1	GO:0051603
MLOC_12710.1	GO:0005839
MLOC_10051.2	GO:0006468
MLOC_10051.2	GO:0005524
MLOC_10051.2	GO:0004672
MLOC_10051.2	GO:0004674
MLOC_80527.1	GO:0046983
MLOC_12626.1	GO:0003723
MLOC_18635.2	GO:0005515
MLOC_31208.2	GO:0005524
MLOC_72258.1	GO:0006468
MLOC_72258.1	GO:0005524
MLOC_72258.1	GO:0004672
MLOC_72375.6	GO:0006468
MLOC_72375.6	GO:0005524
MLOC_72375.6	GO:0004672
MLOC_77705.1	GO:0031072
MLOC_57033.1	GO:0004045
MLOC_37049.1	GO:0005086
MLOC_37049.1	GO:0005622
MLOC_37049.1	GO:0032012
MLOC_31474.1	GO:0006468
MLOC_31474.1	GO:0005524
MLOC_31474.1	GO:0004672
AK250589.1	GO:0009055
AK250589.1	GO:0005507
MLOC_74808.3	GO:0005634
MLOC_74808.3	GO:0000786
MLOC_74808.3	GO:0003677
MLOC_74808.3	GO:0006334
MLOC_75997.1	GO:0006259
MLOC_75997.1	GO:0005694
MLOC_75997.1	GO:0003824
MLOC_75997.1	GO:0005524
MLOC_75997.1	GO:0003677
MLOC_75997.1	GO:0003918
MLOC_75997.1	GO:0006265
AK360409	GO:0016705
AK360409	GO:0055114
AK360409	GO:0005506
AK360409	GO:0009055
AK360409	GO:0020037
MLOC_4399.2	GO:0003676
AK251021.1	GO:0015238
AK251021.1	GO:0006855
AK251021.1	GO:0016020
AK251021.1	GO:0055085
AK251021.1	GO:0015297
AK360404	GO:0009058
AK360404	GO:0016844
AK363796	GO:0016787
AK363797	GO:0016020
AK363797	GO:0005488
AK363797	GO:0005739
AK363797	GO:0006839
MLOC_44415.3	GO:0005515
MLOC_44415.3	GO:0005524
MLOC_44415.3	GO:0004672
MLOC_44415.3	GO:0006468
MLOC_67526.2	GO:0006915
MLOC_67526.2	GO:0005524
AK363794	GO:0003824
AK363795	GO:0005524
AK363795	GO:0003777
AK363795	GO:0007018
AK363792	GO:0055114
AK363792	GO:0016616
AK363792	GO:0051287
AK363792	GO:0016619
AK363792	GO:0004470
AK363792	GO:0006108
AK363792	GO:0016491
AK363792	GO:0046872
MLOC_62156.1	GO:0005985
MLOC_62156.1	GO:0009058
MLOC_58410.4	GO:0005622
AK249172.1	GO:0008124
AK249172.1	GO:0006729
MLOC_62844.2	GO:0006355
MLOC_5464.1	GO:0042802
MLOC_5464.1	GO:0043086
MLOC_5464.1	GO:0004252
MLOC_5464.1	GO:0006508
MLOC_28636.1	GO:0006952
MLOC_26730.1	GO:0033177
MLOC_26730.1	GO:0015078
MLOC_26730.1	GO:0015991
AK360437	GO:0016747
AK361569	GO:0016787
AK361568	GO:0016788
AK361568	GO:0006629
MLOC_59725.1	GO:0016706
MLOC_59725.1	GO:0016491
MLOC_59725.1	GO:0055114
AK361564	GO:0005515
AK360431	GO:0004672
AK360431	GO:0006468
AK360431	GO:0005524
AK360431	GO:0005509
AK360431	GO:0004674
AK360430	GO:0016758
AK360430	GO:0008152
AK361560	GO:0016772
AK361560	GO:0016310
AK361560	GO:0005524
AK361560	GO:0016301
MLOC_65440.2	GO:0004672
MLOC_65440.2	GO:0006468
MLOC_5337.2	GO:0003723
MLOC_5337.2	GO:0008270
MLOC_5337.2	GO:0003676
MLOC_65022.1	GO:0004867
MLOC_61686.3	GO:0004672
MLOC_61686.3	GO:0006468
MLOC_61686.3	GO:0005524
MLOC_61686.3	GO:0004674
MLOC_5432.1	GO:0005525
MLOC_5432.1	GO:0005622
AK361559	GO:0005975
AK361559	GO:0004553
AK361559	GO:0004564
AK361559	GO:0004575
MLOC_40997.1	GO:0016469
MLOC_40997.1	GO:0046034
MLOC_40997.1	GO:0015992
MLOC_40997.1	GO:0046961
MLOC_40997.1	GO:0046933
MLOC_4452.2	GO:0016567
MLOC_4452.2	GO:0004842
MLOC_4452.2	GO:0000151
MLOC_65804.3	GO:0006468
MLOC_65804.3	GO:0005524
MLOC_65804.3	GO:0004672
MLOC_65804.3	GO:0005515
MLOC_65730.1	GO:0016757
AK361555	GO:0016491
AK361555	GO:0055114
AK360424	GO:0006468
AK360424	GO:0005524
AK360424	GO:0004672
AK360424	GO:0004674
AK361557	GO:0006108
AK361557	GO:0016615
AK361557	GO:0055114
AK361557	GO:0016491
AK361557	GO:0016616
AK361556	GO:0006355
AK361556	GO:0003700
AK360420	GO:0050660
AK360420	GO:0008033
AK250931.1	GO:0005783
AK361551	GO:0008152
AK361551	GO:0016491
MLOC_69079.1	GO:0005515
MLOC_62089.1	GO:0003676
MLOC_63766.1	GO:0016998
MLOC_44549.1	GO:0047134
MLOC_44549.1	GO:0055114
AK357851	GO:0005737
AK357851	GO:0008152
AK357851	GO:0008119
MLOC_58904.1	GO:0003779
MLOC_58904.1	GO:0005622
MLOC_75611.1	GO:0005515
MLOC_62283.1	GO:0008270
MLOC_62283.1	GO:0005515
MLOC_9984.5	GO:0004672
MLOC_9984.5	GO:0006468
AK357855	GO:0003700
AK357855	GO:0005634
AK357855	GO:0006355
AK357855	GO:0043565
AK357854	GO:0019205
AK357854	GO:0006139
AK357854	GO:0005524
MLOC_77438.2	GO:0006355
MLOC_77438.2	GO:0003677
MLOC_77438.2	GO:0005634
MLOC_77438.2	GO:0009725
AK363755	GO:0004129
AK363755	GO:0005739
AK357858	GO:0016705
AK357858	GO:0055114
AK357858	GO:0005506
AK357858	GO:0009055
AK357858	GO:0020037
MLOC_64189.3	GO:0005524
MLOC_64189.3	GO:0003777
MLOC_64189.3	GO:0007018
AK357864	GO:0016758
AK357864	GO:0008152
MLOC_10833.3	GO:0005634
MLOC_10833.3	GO:0003676
AK357867	GO:0055114
AK357867	GO:0016491
AK357867	GO:0050660
MLOC_57348.1	GO:0006278
MLOC_57348.1	GO:0003723
MLOC_57348.1	GO:0003964
MLOC_67257.1	GO:0016491
MLOC_67257.1	GO:0010181
AK357866	GO:0003677
AK250218.1	GO:0003824
AK250218.1	GO:0008152
AK250218.1	GO:0055114
AK250218.1	GO:0016491
AK250218.1	GO:0003857
AK250218.1	GO:0006631
AK363763	GO:0006508
AK363763	GO:0016020
AK363763	GO:0008236
AK363763	GO:0016021
AK363765	GO:0005634
AK363766	GO:0006468
AK363766	GO:0005524
AK363766	GO:0004672
AK363766	GO:0004674
MLOC_58756.5	GO:0007010
MLOC_58756.5	GO:0003779
AK250340.1	GO:0005515
MLOC_76926.1	GO:0003824
MLOC_76596.1	GO:0006813
MLOC_76596.1	GO:0016020
MLOC_76596.1	GO:0005249
MLOC_76596.1	GO:0008076
MLOC_69690.1	GO:0003723
MLOC_69690.1	GO:0003676
MLOC_8532.1	GO:0006278
MLOC_8532.1	GO:0003723
MLOC_8532.1	GO:0003964
MLOC_69284.1	GO:0016021
MLOC_69284.1	GO:0016485
AK368713	GO:0016705
AK368713	GO:0055114
AK368713	GO:0005506
AK368713	GO:0009055
AK368713	GO:0020037
MLOC_61107.1	GO:0019538
AK363771	GO:0006468
AK363771	GO:0005524
AK363771	GO:0004672
AK363771	GO:0004674
MLOC_18499.1	GO:0006073
MLOC_18499.1	GO:0005618
MLOC_18499.1	GO:0016762
MLOC_18499.1	GO:0048046
MLOC_18499.1	GO:0004553
MLOC_18499.1	GO:0005975
MLOC_59600.1	GO:0008234
MLOC_59600.1	GO:0006508
AK363778	GO:0005524
AK363778	GO:0004674
AK363778	GO:0006468
AK363778	GO:0004672
MLOC_4816.1	GO:0008173
MLOC_4816.1	GO:0006396
AK368718	GO:0004553
AK368718	GO:0005975
AK357837	GO:0006073
AK357837	GO:0005618
AK357837	GO:0016762
AK357837	GO:0048046
AK357837	GO:0004553
AK357837	GO:0005975
MLOC_44093.2	GO:0016887
MLOC_44093.2	GO:0005524
MLOC_44093.2	GO:0016021
MLOC_44093.2	GO:0055085
MLOC_44093.2	GO:0006810
MLOC_44093.2	GO:0042626
AK357838	GO:0004733
AK357838	GO:0010181
AK357838	GO:0055114
MLOC_76578.1	GO:0005975
MLOC_76578.1	GO:0004553
MLOC_66280.1	GO:0005488
MLOC_66280.1	GO:0005524
MLOC_66280.1	GO:0004672
MLOC_66280.1	GO:0006468
MLOC_66280.1	GO:0004674
AK357844	GO:0008152
AK357844	GO:0016491
MLOC_9995.2	GO:0005515
AK357841	GO:0009055
AK357841	GO:0015035
AK357841	GO:0045454
AK363786	GO:0016757
AK363784	GO:0003824
AK363784	GO:0008152
AK363784	GO:0030170
AK363781	GO:0003735
AK363781	GO:0005622
AK363781	GO:0006412
AK363781	GO:0005840
AK363781	GO:0003723
MLOC_11734.3	GO:0006221
MLOC_11734.3	GO:0003883
AK363788	GO:0016021
MLOC_15585.1	GO:0004672
MLOC_15585.1	GO:0006468
MLOC_15585.1	GO:0005524
MLOC_15585.1	GO:0004674
MLOC_63282.1	GO:0006508
MLOC_63282.1	GO:0004252
MLOC_63282.1	GO:0042802
MLOC_63282.1	GO:0043086
MLOC_64715.1	GO:0016020
MLOC_64715.1	GO:0016887
MLOC_64715.1	GO:0005524
AK248324.1	GO:0008138
AK248324.1	GO:0006470
AK368708	GO:0008270
AK368708	GO:0006012
AK368708	GO:0008108
AK357848	GO:0055085
AK357890	GO:0005576
AK357890	GO:0009405
MLOC_60533.1	GO:0003830
MLOC_60533.1	GO:0016020
MLOC_60533.1	GO:0006487
AK357892	GO:0030145
AK357892	GO:0045735
AK357892	GO:0048046
AK357897	GO:0016706
AK357897	GO:0016491
AK357897	GO:0055114
AK357897	GO:0005506
MLOC_63615.1	GO:0005515
MLOC_63615.1	GO:0006468
MLOC_63615.1	GO:0004674
MLOC_63615.1	GO:0005524
MLOC_63615.1	GO:0004672
MLOC_61036.2	GO:0016491
MLOC_61036.2	GO:0055114
MLOC_61036.2	GO:0008152
MLOC_76556.1	GO:0006468
MLOC_76556.1	GO:0005524
MLOC_76556.1	GO:0004672
MLOC_35230.1	GO:0015074
MLOC_35230.1	GO:0003677
AK363711	GO:0006814
AK363711	GO:0055085
AK363711	GO:0016020
AK363711	GO:0005215
AK363712	GO:0003735
AK363712	GO:0015934
AK363712	GO:0006412
AK363712	GO:0005840
AK363712	GO:0005622
AK363714	GO:0005515
AK363717	GO:0008168
AK363720	GO:0004386
AK363720	GO:0005524
AK363720	GO:0003676
AK363720	GO:0008026
MLOC_44678.1	GO:0016491
MLOC_44678.1	GO:0010181
MLOC_44678.1	GO:0055114
MLOC_19772.2	GO:0003924
MLOC_19772.2	GO:0006184
MLOC_19772.2	GO:0005525
MLOC_19772.2	GO:0007165
MLOC_19772.2	GO:0006886
MLOC_19772.2	GO:0006913
MLOC_19772.2	GO:0007264
MLOC_52707.1	GO:0008270
MLOC_52707.1	GO:0005515
MLOC_80246.1	GO:0003676
AK363729	GO:0004221
AK363729	GO:0006511
AK363729	GO:0005515
AK363724	GO:0006468
AK363724	GO:0005524
AK363724	GO:0004672
MLOC_10763.2	GO:0005525
MLOC_4936.1	GO:0005840
MLOC_4936.1	GO:0006412
MLOC_4936.1	GO:0005622
MLOC_4936.1	GO:0003735
MLOC_74910.1	GO:0004601
MLOC_74910.1	GO:0006979
MLOC_74910.1	GO:0020037
MLOC_74910.1	GO:0055114
AK253105.1	GO:0005515
AK363727	GO:0016788
AK363727	GO:0006629
MLOC_76165.1	GO:0006355
MLOC_76165.1	GO:0000156
MLOC_76165.1	GO:0000160
AK363730	GO:0005509
AK363730	GO:0004672
AK363730	GO:0006468
AK363730	GO:0005524
AK363730	GO:0005515
AK363730	GO:0004674
MLOC_55738.1	GO:0003824
MLOC_55738.1	GO:0005992
AK357876	GO:0016705
AK357876	GO:0055114
AK357876	GO:0005506
AK357876	GO:0009055
AK357876	GO:0020037
AK357877	GO:0016758
AK357877	GO:0008152
AK357878	GO:0005515
AK357872	GO:0005524
AK357872	GO:0003777
AK357872	GO:0007018
MLOC_10420.2	GO:0006915
MLOC_10420.2	GO:0005524
AK362608	GO:0005529
AK362608	GO:0016020
AK362608	GO:0006486
AK362608	GO:0008378
AK362606	GO:0015934
AK362606	GO:0006412
AK362606	GO:0003735
AK362606	GO:0005840
AK363739	GO:0016567
AK363739	GO:0004842
AK363739	GO:0000151
AK363739	GO:0005515
AK362604	GO:0016705
AK362604	GO:0055114
AK362604	GO:0005506
AK362604	GO:0009055
AK362604	GO:0020037
MLOC_37787.2	GO:0005086
MLOC_37787.2	GO:0005622
MLOC_37787.2	GO:0032012
MLOC_56020.1	GO:0005515
AK362600	GO:0016021
MLOC_34615.1	GO:0004867
MLOC_34615.1	GO:0009611
MLOC_11883.1	GO:0005525
MLOC_56602.1	GO:0008270
MLOC_56602.1	GO:0005515
MLOC_56191.1	GO:0008146
AK357880	GO:0016020
MLOC_66780.1	GO:0005515
AK249235.1	GO:0005666
AK249235.1	GO:0003899
AK249235.1	GO:0003677
AK249235.1	GO:0006383
MLOC_74341.1	GO:0003676
AK357884	GO:0006952
AK249880.1	GO:0003824
AK249880.1	GO:0008152
MLOC_70111.1	GO:0005515
MLOC_70111.1	GO:0006915
MLOC_70111.1	GO:0005524
MLOC_69805.1	GO:0008152
MLOC_69805.1	GO:0003824
MLOC_69805.1	GO:0016624
MLOC_9846.1	GO:0016021
MLOC_9846.1	GO:0055085
MLOC_9846.1	GO:0006810
MLOC_9846.1	GO:0005524
MLOC_9846.1	GO:0042626
MLOC_9846.1	GO:0016887
AK362614	GO:0016787
MLOC_68379.2	GO:0004618
MLOC_68379.2	GO:0006096
AK362615	GO:0046872
AK362616	GO:0005515
MLOC_14351.1	GO:0006468
MLOC_14351.1	GO:0005524
MLOC_14351.1	GO:0004672
AK362610	GO:0006508
AK362610	GO:0008236
AK363746	GO:0003677
AK363746	GO:0006313
AK363746	GO:0004803
MLOC_58934.1	GO:0016706
MLOC_58934.1	GO:0016491
MLOC_58934.1	GO:0055114
AK363743	GO:0006915
AK363743	GO:0005524
AK363743	GO:0006952
AK362613	GO:0007275
AK362613	GO:0003712
AK362613	GO:0005634
AK362622	GO:0005515
MLOC_4925.1	GO:0005543
AK362628	GO:0006355
AK362628	GO:0003700
AK362628	GO:0043565
AK362628	GO:0046983
MLOC_22173.1	GO:0008270
AK362627	GO:0003723
MLOC_19108.1	GO:0008270
MLOC_19108.1	GO:0005622
AK248545.1	GO:0008270
AK248545.1	GO:0004089
AK248545.1	GO:0015976
MLOC_19788.2	GO:0008270
MLOC_32738.1	GO:0046872
MLOC_32738.1	GO:0030001
AK356324	GO:0006457
AK356327	GO:0055114
AK356327	GO:0004375
AK368770	GO:0004143
AK368770	GO:0007205
MLOC_79522.1	GO:0006278
MLOC_79522.1	GO:0003723
MLOC_79522.1	GO:0003964
MLOC_54619.1	GO:0005515
MLOC_74268.1	GO:0004672
MLOC_74268.1	GO:0006468
MLOC_74268.1	GO:0005524
MLOC_74268.1	GO:0005515
MLOC_74268.1	GO:0004713
AK362635	GO:0008270
AK362635	GO:0005515
AK362635	GO:0018024
AK362635	GO:0005634
AK251718.1	GO:0004386
AK251718.1	GO:0005524
AK251718.1	GO:0003676
AK251718.1	GO:0003677
MLOC_750.1	GO:0015629
MLOC_750.1	GO:0003779
MLOC_750.1	GO:0007010
MLOC_68227.1	GO:0006629
MLOC_68227.1	GO:0006508
MLOC_68227.1	GO:0004190
MLOC_56031.1	GO:0003735
MLOC_56031.1	GO:0005840
MLOC_56031.1	GO:0005622
MLOC_56031.1	GO:0006412
MLOC_15477.1	GO:0004672
MLOC_15477.1	GO:0006468
MLOC_15477.1	GO:0005515
AK362637	GO:0005515
AK356332	GO:0016021
AK356332	GO:0055085
AK368762	GO:0006415
AK368762	GO:0003747
MLOC_59285.1	GO:0045735
MLOC_37976.2	GO:0005975
MLOC_37976.2	GO:0004553
AK368760	GO:0005515
AK368760	GO:0008270
MLOC_66147.1	GO:0006915
MLOC_66147.1	GO:0005524
MLOC_10115.1	GO:0005515
MLOC_51.2	GO:0005515
MLOC_60544.1	GO:0006468
MLOC_60544.1	GO:0004674
MLOC_60544.1	GO:0004672
MLOC_60544.1	GO:0005524
AK362649	GO:0005515
AK362645	GO:0005515
MLOC_76316.1	GO:0008270
MLOC_76316.1	GO:0003676
MLOC_76316.1	GO:0003723
MLOC_76316.1	GO:0005634
AK356307	GO:0005543
MLOC_70149.2	GO:0016706
MLOC_70149.2	GO:0016491
MLOC_70149.2	GO:0055114
MLOC_68601.1	GO:0042802
MLOC_68601.1	GO:0043086
MLOC_68601.1	GO:0004252
MLOC_68601.1	GO:0006508
AK356305	GO:0003723
AK368795	GO:0016705
AK368795	GO:0055114
AK368795	GO:0005506
AK368795	GO:0009055
AK368795	GO:0020037
AK356301	GO:0016021
AK368799	GO:0003779
AK368799	GO:0005622
MLOC_10539.3	GO:0016887
MLOC_10539.3	GO:0005524
AK362642	GO:0031072
AK362642	GO:0005515
AK368794	GO:0008080
AK368794	GO:0008152
MLOC_53721.1	GO:0008168
MLOC_53721.1	GO:0006364
AK363705	GO:0003676
AK363705	GO:0004812
AK363705	GO:0006418
AK363705	GO:0005524
AK363705	GO:0005737
AK363705	GO:0000166
AK363706	GO:0003824
AK362658	GO:0003677
AK362658	GO:0005515
MLOC_58315.2	GO:0016021
MLOC_58315.2	GO:0004190
MLOC_64100.2	GO:0006355
MLOC_64100.2	GO:0000156
MLOC_64100.2	GO:0000160
MLOC_54688.1	GO:0016020
AK363707	GO:0016874
AK363707	GO:0016884
AK368785	GO:0046983
AK368785	GO:0005634
AK368785	GO:0006355
AK368785	GO:0009725
AK368785	GO:0003677
AK368784	GO:0008565
AK368784	GO:0006886
AK368787	GO:0005509
MLOC_79756.1	GO:0005975
MLOC_79756.1	GO:0004553
AK356315	GO:0005515
MLOC_77043.1	GO:0045735
AK368789	GO:0003824
AK368789	GO:0008152
AK368788	GO:0006508
AK368788	GO:0004197
AK368788	GO:0008234
AK356313	GO:0006355
AK356313	GO:0003700
MLOC_5024.1	GO:0006468
MLOC_5024.1	GO:0005524
MLOC_5024.1	GO:0004672
MLOC_33503.1	GO:0006278
MLOC_33503.1	GO:0003723
MLOC_33503.1	GO:0003964
AK368780	GO:0006915
AK368780	GO:0005524
AK359198	GO:0008152
AK359198	GO:0016491
MLOC_68931.1	GO:0006952
AK357816	GO:0006355
MLOC_62795.4	GO:0016787
MLOC_56393.1	GO:0016491
MLOC_56393.1	GO:0005507
MLOC_56393.1	GO:0055114
MLOC_12732.2	GO:0005515
MLOC_12732.2	GO:0006355
MLOC_12732.2	GO:0000156
MLOC_12732.2	GO:0000160
AK357819	GO:0005488
AK362665	GO:0000166
AK362665	GO:0017111
MLOC_52663.4	GO:0016192
MLOC_52663.4	GO:0006886
MLOC_52663.4	GO:0030131
MLOC_52663.4	GO:0030117
MLOC_3886.1	GO:0055114
MLOC_3886.1	GO:0016616
AK362667	GO:0005515
MLOC_430.1	GO:0051287
MLOC_430.1	GO:0048038
MLOC_430.1	GO:0016651
MLOC_430.1	GO:0055114
AK362660	GO:0005622
AK362660	GO:0008270
AK362660	GO:0005515
MLOC_57740.1	GO:0006468
MLOC_57740.1	GO:0005524
MLOC_57740.1	GO:0004672
AK250258.1	GO:0003684
AK250258.1	GO:0043161
AK250258.1	GO:0006289
AK250258.1	GO:0005515
MLOC_13908.1	GO:0004553
MLOC_13908.1	GO:0005975
MLOC_23785.3	GO:0046983
MLOC_57101.1	GO:0005515
MLOC_62506.1	GO:0006915
MLOC_62506.1	GO:0005524
AK357829	GO:0004386
AK357829	GO:0005524
AK357829	GO:0003676
AK357829	GO:0008026
MLOC_58958.2	GO:0004332
MLOC_58958.2	GO:0006096
MLOC_4537.1	GO:0005515
MLOC_4537.1	GO:0046872
MLOC_15843.2	GO:0008168
AK362679	GO:0015238
AK362679	GO:0006855
AK362679	GO:0016020
AK362679	GO:0055085
AK362679	GO:0015297
AK362676	GO:0006468
AK362676	GO:0004674
AK362676	GO:0004672
AK362676	GO:0005524
MLOC_53637.1	GO:0016758
MLOC_53637.1	GO:0008152
MLOC_71297.2	GO:0016567
MLOC_71297.2	GO:0004842
MLOC_71297.2	GO:0000151
MLOC_68688.1	GO:0016021
MLOC_68688.1	GO:0006810
MLOC_12637.2	GO:0046872
MLOC_50835.2	GO:0016758
MLOC_50835.2	GO:0008152
MLOC_43588.1	GO:0016757
AK357823	GO:0003677
AK357824	GO:0005488
AK357824	GO:0006810
AK357824	GO:0005743
AK357824	GO:0055085
MLOC_13452.1	GO:0016020
MLOC_5530.2	GO:0005524
MLOC_5530.2	GO:0005529
MLOC_5530.2	GO:0004672
MLOC_5530.2	GO:0006468
MLOC_5530.2	GO:0004674
MLOC_77387.2	GO:0005515
AK367109	GO:0005515
AK367109	GO:0006468
AK367109	GO:0005524
AK367109	GO:0004672
AK367109	GO:0004674
AK362689	GO:0016020
MLOC_56708.3	GO:0006468
MLOC_56708.3	GO:0005524
MLOC_56708.3	GO:0004672
MLOC_11441.2	GO:0004672
MLOC_11441.2	GO:0006468
MLOC_16149.3	GO:0004659
MLOC_16149.3	GO:0016021
AK362686	GO:0003700
AK362686	GO:0006355
AK362686	GO:0043565
AK367107	GO:0005515
MLOC_65257.1	GO:0005529
MLOC_65257.1	GO:0048544
MLOC_65257.1	GO:0006468
MLOC_65257.1	GO:0005524
MLOC_65257.1	GO:0004672
AK359182	GO:0005975
AK359180	GO:0055114
AK359180	GO:0016491
AK359180	GO:0050660
AK359181	GO:0004601
AK359181	GO:0055114
AK359181	GO:0020037
AK359181	GO:0006979
MLOC_657.1	GO:0005515
AK368758	GO:0006886
AK368758	GO:0005524
AK368758	GO:0006605
AK368758	GO:0016020
AK368758	GO:0017038
MLOC_43627.4	GO:0003676
MLOC_20759.1	GO:0055114
MLOC_20759.1	GO:0016616
AK357808	GO:0005515
AK357808	GO:0004672
AK357808	GO:0006468
AK357808	GO:0005524
AK368749	GO:0006468
AK368749	GO:0005524
AK368749	GO:0004672
AK368749	GO:0007165
MLOC_68337.1	GO:0005515
AK359188	GO:0006508
AK359188	GO:0004252
MLOC_81241.5	GO:0030983
MLOC_81241.5	GO:0005524
MLOC_81241.5	GO:0006298
MLOC_81241.5	GO:0003676
AK359184	GO:0004553
AK359184	GO:0005975
AK250504.1	GO:0005515
MLOC_52678.1	GO:0007067
MLOC_4805.1	GO:0046872
AK362698	GO:0055114
AK362698	GO:0016491
MLOC_15992.6	GO:0005975
MLOC_15992.6	GO:0004553
MLOC_53018.1	GO:0005524
AK362697	GO:0006508
AK362697	GO:0004252
AK362697	GO:0005515
MLOC_13688.1	GO:0016021
MLOC_13688.1	GO:0055085
MLOC_13688.1	GO:0006810
MLOC_13688.1	GO:0005524
MLOC_13688.1	GO:0042626
MLOC_13688.1	GO:0016887
AK359191	GO:0005622
AK359191	GO:0008270
AK368742	GO:0006355
AK368742	GO:0043565
AK368742	GO:0003700
AK368742	GO:0046983
AK357801	GO:0005622
AK357801	GO:0004527
AK368743	GO:0055114
AK368743	GO:0016491
AK359194	GO:0004672
AK359194	GO:0006468
AK359194	GO:0005524
AK359194	GO:0004674
AK368745	GO:0022857
AK368745	GO:0055085
AK368745	GO:0016021
AK249160.1	GO:0003676
AK361845	GO:0008565
AK361845	GO:0015031
AK361845	GO:0005743
AK361844	GO:0006508
AK361844	GO:0004176
MLOC_148.2	GO:0005515
AK361846	GO:0009055
AK361846	GO:0051536
AK250965.1	GO:0003677
AK252968.1	GO:0005525
AK252968.1	GO:0005622
AK252968.1	GO:0007264
MLOC_71149.1	GO:0005634
MLOC_71149.1	GO:0000775
MLOC_71149.1	GO:0007067
AK361843	GO:0004733
AK361843	GO:0010181
AK361843	GO:0055114
MLOC_55287.3	GO:0016020
MLOC_55287.3	GO:0003824
MLOC_59505.1	GO:0055114
MLOC_59505.1	GO:0016491
MLOC_59505.1	GO:0005507
AK356354	GO:0010044
MLOC_73487.3	GO:0016567
MLOC_73487.3	GO:0004842
MLOC_73487.3	GO:0000151
MLOC_73487.3	GO:0005515
MLOC_51604.1	GO:0006355
MLOC_51604.1	GO:0003700
MLOC_59941.2	GO:0016887
MLOC_59941.2	GO:0005524
MLOC_59941.2	GO:0016021
MLOC_59941.2	GO:0055085
MLOC_59941.2	GO:0006810
MLOC_59941.2	GO:0042626
MLOC_19551.1	GO:0008289
MLOC_19551.1	GO:0006869
AK360395	GO:0005524
AK360395	GO:0000166
AK360395	GO:0017111
AK356353	GO:0008152
AK356353	GO:0016491
AK356352	GO:0004672
AK356352	GO:0006468
AK356352	GO:0005524
AK356352	GO:0004674
MLOC_9968.1	GO:0005622
MLOC_9968.1	GO:0006810
AK361832	GO:0005515
AK360389	GO:0009678
AK360389	GO:0004427
AK360389	GO:0015992
AK360389	GO:0016020
AK361831	GO:0005975
AK361831	GO:0004553
MLOC_64567.1	GO:0005634
MLOC_64567.1	GO:0003677
MLOC_61094.1	GO:0003700
MLOC_61094.1	GO:0003677
MLOC_61094.1	GO:0006352
MLOC_61094.1	GO:0016987
MLOC_61094.1	GO:0006355
MLOC_46506.1	GO:0006278
MLOC_46506.1	GO:0003723
MLOC_46506.1	GO:0003964
MLOC_57837.3	GO:0016887
MLOC_57837.3	GO:0005524
MLOC_28083.1	GO:0009094
MLOC_28083.1	GO:0004664
MLOC_28083.1	GO:0008152
MLOC_28083.1	GO:0016597
AK356349	GO:0006355
MLOC_70101.3	GO:0016020
MLOC_70101.3	GO:0008508
MLOC_70101.3	GO:0006814
AK356347	GO:0044237
AK360380	GO:0005515
MLOC_65829.2	GO:0003700
MLOC_65829.2	GO:0043565
MLOC_65829.2	GO:0006355
AK356340	GO:0006352
MLOC_34111.1	GO:0009055
MLOC_34111.1	GO:0020037
MLOC_34111.1	GO:0005506
MLOC_34111.1	GO:0015979
MLOC_34111.1	GO:0031361
AK360379	GO:0005515
MLOC_12614.1	GO:0009396
MLOC_12614.1	GO:0005524
MLOC_12614.1	GO:0004329
MLOC_43902.2	GO:0016020
MLOC_43902.2	GO:0016887
MLOC_43902.2	GO:0005524
AK360378	GO:0003677
AK361825	GO:0005975
AK361825	GO:0042578
MLOC_55875.1	GO:0005524
MLOC_55875.1	GO:0009229
MLOC_55875.1	GO:0004788
MLOC_68728.2	GO:0016757
AK250493.1	GO:0003824
AK250493.1	GO:0008152
MLOC_76542.1	GO:0006915
MLOC_76542.1	GO:0005524
MLOC_9891.3	GO:0055114
MLOC_9891.3	GO:0016614
MLOC_9891.3	GO:0050660
AK356379	GO:0008060
AK356379	GO:0032312
AK356379	GO:0008270
AK356379	GO:0005515
AK356372	GO:0003677
AK356372	GO:0000786
AK356372	GO:0006334
AK360376	GO:0009058
AK360373	GO:0005524
AK360373	GO:0015991
AK360373	GO:0033178
